city,latitude,longitude,areaCode
Vale,35.554,-81.4181,704
China Grove,35.5735,-80.6012,704
Monroe,34.985,-80.5355,704
Hendersonville,35.3422,-82.4714,828
Goldsboro,35.3669,-77.9985,919
Jacksonville,34.779,-77.4306,910
Maysville,34.8729,-77.2646,910
Brasstown,35.0284,-83.952,828
Purlear,36.2168,-81.3672,336
Lexington,35.805,-80.2632,336
Hubert,34.7062,-77.2297,910
Smithfield,35.4813,-78.3514,919
Canton,35.4597,-82.8677,828
Stella,34.7574,-77.1685,910
Randleman,35.8285,-79.7983,336
Claremont,35.7341,-81.1367,828
Mount Mourne,35.5298,-80.947,704
Franklinton,36.1146,-78.4688,919
Conover,35.7427,-81.2094,828
Nashville,36.031,-77.9848,252
Moncure,35.6529,-79.1366,919
Alamance,36.0265,-79.4859,336
Mount Olive,35.1638,-78.0702,919
Albemarle,35.34,-80.2108,704
Alexis,35.4036,-81.101,704
Fort Bragg,35.1462,-78.9943,910
Sylva,35.362,-83.2078,828
Pembroke,34.6972,-79.1683,910
Hayesville,35.0739,-83.7051,828
Madison,36.3702,-79.968,336
Mocksville,35.8987,-80.5741,336
Iron Station,35.4547,-81.1116,704
Fuquay Varina,35.5446,-78.8309,919
Farmville,35.5988,-77.5876,252
Cofield,36.3138,-76.8539,252
Pineola,36.0307,-81.8911,828
Roseboro,34.9663,-78.5318,910
Warrensville,36.4623,-81.5547,336
Tillery,36.2543,-77.4876,252
Woodland,36.3142,-77.2135,252
Marion,35.7387,-82.0548,828
Sugar Grove,36.2533,-81.831,828
Burnsville,35.8807,-82.3095,828
Jonas Ridge,35.8843,-81.7397,828
Faison,35.1252,-78.1605,910
Stanley,35.3853,-81.047,704
Connellys Springs,35.6711,-81.5106,828
Reidsville,36.34,-79.6288,336
Prospect Hill,36.2899,-79.1881,336
Yanceyville,36.3823,-79.3213,336
Rolesville,35.9196,-78.4585,919
High Point,35.9587,-80.0073,336
Hurdle Mills,36.26,-79.068,919
Liberty,35.8845,-79.5544,336
Bonlee,35.6457,-79.4139,919
Goldston,35.5672,-79.3621,919
Harrisburg,35.2984,-80.6443,704
Black Creek,35.656,-77.9396,252
Knightdale,35.7912,-78.4811,919
Richlands,34.8791,-77.5906,910
Wilson,35.7338,-77.9485,252
Sims,35.7356,-78.0893,252
Selma,35.5848,-78.2461,919
Troutman,35.6822,-80.8663,704
High Shoals,35.4037,-81.203,704
Denver,35.5064,-81.0371,704
Willard,34.6752,-78.0508,910
Rutherfordton,35.3404,-82.0261,828
Montreat,35.6439,-82.3055,828
Elizabeth City,36.3171,-76.2754,252
Bryson City,35.3749,-83.4598,828
Highlands,35.0751,-83.2101,828
Asheboro,35.6951,-79.8066,336
Robbinsville,35.3414,-83.814,828
Cherokee,35.5161,-83.2733,828
Apex,35.7226,-78.8741,919
Chapel Hill,35.9098,-79.0781,919
Mountain Home,35.3786,-82.4778,828
Franklin,35.1833,-83.4307,828
Earl,35.197,-81.5386,704
Spring Lake,35.2268,-78.9561,910
Raeford,34.9874,-79.232,910
Clinton,34.986,-78.3434,910
Benson,35.4177,-78.5005,919
Four Oaks,35.4059,-78.3739,919
Eden,36.5054,-79.7394,336
Ruffin,36.4471,-79.5569,336
Stokesdale,36.2686,-79.9677,336
Arden,35.4589,-82.6035,828
Bolivia,34.015,-78.1685,910
Stantonsburg,35.5993,-77.8208,252
Linville Falls,35.9567,-81.9442,828
Terrell,35.5785,-80.9644,828
Wallace,34.7316,-77.9353,910
Kannapolis,35.4954,-80.6223,704
Ramseur,35.6874,-79.6162,336
North Wilkesboro,36.2174,-81.1197,828
Eagle Springs,35.3314,-79.6282,910
Dobson,36.3786,-80.63,336
Mount Airy,36.4617,-80.6191,336
Red Springs,34.8273,-79.2126,910
Old Fort,35.6284,-82.1959,828
Zebulon,35.8081,-78.3169,919
Nebo,35.6384,-81.9008,828
Gerton,35.4766,-82.3435,828
Dunn,35.2763,-78.5468,910
Mill Spring,35.3566,-82.1574,828
Marston,34.9517,-79.5459,910
Spindale,35.3586,-81.9239,828
Semora,36.495,-79.0928,336
Bessemer City,35.3214,-81.2973,704
Hillsborough,36.0755,-79.0741,919
Carthage,35.3593,-79.4354,910
Lakeview,35.2432,-79.3108,910
Stedman,35.0395,-78.698,910
Aurora,35.3071,-76.7782,252
Warrenton,36.3734,-78.1039,252
New Bern,35.1523,-77.0607,252
Cherryville,35.3945,-81.3888,704
Hope Mills,34.9273,-78.9093,910
Winterville,35.5127,-77.4146,252
Orrum,34.4213,-79.0294,910
Lumberton,34.6403,-79.0286,910
Proctorville,34.4739,-79.0386,910
Hertford,36.1979,-76.3511,252
Camden,36.3603,-76.1545,252
Siler City,35.7172,-79.446,919
Piney Creek,36.5277,-81.3042,336
Henderson,36.3509,-78.3898,252
Lenoir,35.9726,-81.5513,828
Casar,35.53,-81.6354,704
Polkville,35.3961,-81.6303,704
Hudson,35.8448,-81.4788,828
Bostic,35.4694,-81.793,828
Mooresboro,35.2554,-81.7545,828
Pittsboro,35.7519,-79.2248,919
Cliffside,35.2416,-81.7755,828
Saint Pauls,34.7909,-78.9522,910
Bladenboro,34.5714,-78.7566,910
Mamers,35.4201,-78.9343,910
Harmony,35.9645,-80.7694,704
Olivia,35.3587,-79.1088,919
Spruce Pine,35.9117,-82.0671,828
Harris,35.2247,-81.8851,828
Yadkinville,36.1242,-80.6351,336
Willow Spring,35.5617,-78.6586,919
Shallotte,33.9814,-78.4121,910
Riegelwood,34.3904,-78.2497,910
Clayton,35.6263,-78.4371,919
Cornelius,35.4699,-80.8801,704
Granite Falls,35.8362,-81.3861,828
Drexel,35.7538,-81.6069,828
Shelby,35.3011,-81.5794,704
Oriental,35.0632,-76.7017,252
Alliance,35.1467,-76.7992,252
Morehead City,34.7386,-76.7677,252
Midway Park,34.707,-77.2914,910
Kenansville,34.9729,-77.9234,910
Calabash,33.9182,-78.5999,910
Washington,35.5805,-77.0127,252
Bath,35.4739,-76.743,252
Pinetown,35.6026,-76.7382,252
Pantego,35.683,-76.7065,252
Stokes,35.7049,-77.2597,252
Princeton,35.4368,-78.1949,919
Sherrills Ford,35.61,-80.9882,704
Marble,35.1688,-83.9292,828
Ellerbe,35.091,-79.7417,910
Oxford,36.3482,-78.6463,919
Angier,35.4832,-78.6798,919
Cameron,35.2869,-79.1797,910
Bat Cave,35.4308,-82.5444,828
Hamlet,34.8769,-79.6676,910
Lawndale,35.4647,-81.5762,704
Stoneville,36.4636,-79.9078,336
Southport,33.997,-78.0729,910
Maple,36.4195,-76.0303,252
Shawboro,36.3994,-76.0927,252
Cullowhee,35.2521,-83.1871,828
Edenton,36.1213,-76.6414,252
Currituck,36.4249,-75.9707,252
Moyock,36.4726,-76.1579,252
Barco,36.3597,-75.9962,252
Waxhaw,34.9273,-80.7278,704
Cashiers,35.0842,-83.094,828
Forest City,35.3148,-81.8668,828
Fletcher,35.4608,-82.4715,828
Merry Hill,36.0641,-76.7777,252
Maiden,35.5779,-81.1677,828
Jamestown,35.9952,-79.9294,336
Cedar Grove,36.1955,-79.1691,919
New Hill,35.6658,-78.984,919
Newton,35.6348,-81.2391,828
Barnardsville,35.7531,-82.4143,828
Dallas,35.3488,-81.1858,704
Castle Hayne,34.3369,-77.8992,910
Louisburg,36.0902,-78.2154,919
Council,34.4742,-78.465,910
Beaufort,34.8481,-76.6115,252
Pinehurst,35.1936,-79.4613,910
Mount Holly,35.3235,-81.0215,704
Rockingham,34.9302,-79.767,910
Marshville,35.0051,-80.3544,704
Providence,36.4962,-79.3988,336
Mount Gilead,35.227,-79.9621,910
Belmont,35.2178,-81.0394,704
Butner,36.1317,-78.7662,919
Pinnacle,36.3404,-80.4444,336
Swansboro,34.738,-77.0803,252
Parkton,34.9075,-78.9908,910
East Bend,36.1957,-80.5275,336
Siloam,36.3256,-80.5775,336
State Road,36.3344,-80.8572,336
Indian Trail,35.1137,-80.6083,704
Colfax,36.0968,-80.0027,336
Valdese,35.7348,-81.5874,828
Taylorsville,35.9183,-81.2002,828
Hildebran,35.7199,-81.4208,828
Erwin,35.2997,-78.7167,910
Germanton,36.2927,-80.2381,336
Pilot Mountain,36.4151,-80.4773,336
Rural Hall,36.2366,-80.2983,336
Tobaccoville,36.2393,-80.3968,336
King,36.322,-80.3379,336
Holly Springs,35.6022,-78.8786,919
Pfafftown,36.1646,-80.3784,336
Mebane,36.1399,-79.2665,919
Sophia,35.7987,-79.8932,336
Carrboro,35.9104,-79.0821,919
Pikeville,35.4888,-77.9614,919
Rockwell,35.5108,-80.4559,704
Mc Farlan,34.8249,-79.9601,704
Vass,35.223,-79.2296,910
Aberdeen,35.106,-79.4507,910
Olin,35.9709,-80.8611,704
Southmont,35.67,-80.268,336
West End,35.2543,-79.5365,910
Maxton,34.7121,-79.3393,910
Rex,34.8535,-79.05,910
Rhodhiss,35.7762,-81.4267,828
Hatteras,35.2308,-75.6266,252
Avon,35.3494,-75.5018,252
Kitty Hawk,36.1361,-75.7371,252
Fairview,35.5193,-82.3696,828
Clyde,35.6497,-82.9789,828
Cedar Mountain,35.1643,-82.6203,828
Lillington,35.3874,-78.8686,910
Vilas,36.2766,-81.8032,828
Patterson,35.9985,-81.564,828
Millers Creek,36.2657,-81.2768,336
Banner Elk,36.1452,-81.838,828
Rutherford College,35.7522,-81.523,828
Wilkesboro,36.1425,-81.1635,336
Candler,35.5119,-82.7037,828
Lilesville,34.9909,-79.9378,704
Bunnlevel,35.3177,-78.8598,910
Norwood,35.2183,-80.1598,704
Midland,35.2445,-80.5164,704
Landis,35.5449,-80.615,704
Norlina,36.4182,-78.222,252
Bullock,36.4957,-78.553,919
Currie,34.4256,-78.0774,910
Havelock,34.9008,-76.8262,252
Ridgeway,36.4332,-78.2368,252
Trinity,35.8032,-79.9827,336
Gibsonville,36.1309,-79.5951,336
Sneads Ferry,34.5348,-77.4173,910
Burgaw,34.5521,-77.9068,910
Wendell,35.7877,-78.3905,919
Newport,34.7766,-76.8867,252
Oak Island,33.9083,-78.0785,910
Hampstead,34.4568,-77.6691,910
Hiddenite,35.9368,-81.0542,828
Ferguson,36.1183,-81.4267,336
Deep Gap,36.2046,-81.5035,828
Rocky Point,34.4347,-77.9316,910
Maple Hill,34.6735,-77.6106,910
Chocowinity,35.4366,-77.0843,252
Simpson,35.5736,-77.2796,252
Oak Island,33.9083,-78.0785,910
Laurel Hill,34.8362,-79.5651,910
Rockingham,34.9302,-79.767,910
Cramerton,35.2344,-81.0809,704
Pineville,35.0776,-80.8907,704
Laurinburg,34.7678,-79.4639,910
Jonesville,36.219,-80.8126,336
Lumber Bridge,34.908,-79.0819,910
Shannon,34.8483,-79.132,910
Davidson,35.4838,-80.7943,704
Efland,36.0664,-79.1969,919
Bunn,35.9578,-78.2472,919
Stem,36.2058,-78.7238,919
Horse Shoe,35.381,-82.6099,828
Boonville,36.209,-80.692,336
Murphy,35.1397,-84.0923,828
Nakina,34.1126,-78.6228,910
Bailey,35.7989,-78.1018,252
Jamesville,35.7728,-76.8976,252
Williamston,35.812,-77.0488,252
Gaston,36.5109,-77.7068,252
Hobgood,35.9896,-77.4021,252
Troy,35.4273,-79.9582,910
Wilsons Mills,35.6044,-78.3413,919
Aulander,36.2103,-77.0962,252
Falkland,35.6989,-77.5134,252
Catawba,35.6758,-81.0421,828
Edward,35.3456,-76.8606,252
Creswell,35.8329,-76.4152,252
Sparta,36.4827,-81.1506,336
Icard,35.6478,-81.2632,828
Pinebluff,35.0947,-79.4857,910
Whitakers,36.0865,-77.7412,252
Middlesex,35.7831,-78.2051,919
Ellenboro,35.3778,-81.7545,828
Bayboro,35.1474,-76.7501,252
Union Mills,35.5185,-81.976,828
Balsam Grove,35.2456,-82.8944,828
Tuxedo,35.2323,-82.4312,828
Alexander,35.6902,-82.6476,828
Rosman,35.1316,-82.8488,828
Pisgah Forest,35.2754,-82.6909,828
Bakersville,36.0403,-82.1599,828
Rowland,34.5609,-79.272,910
Creston,36.4654,-81.6496,336
Polkton,35.0611,-80.2045,704
Deep Gap,36.2046,-81.5035,828
Mc Grady,36.3305,-81.2251,336
Kings Mountain,35.2558,-81.3707,704
Balsam,35.4475,-83.0822,828
Waynesville,35.5422,-82.9995,828
Grantsboro,35.0825,-76.8702,252
Blounts Creek,35.3686,-76.9191,252
Belhaven,35.6169,-76.485,252
Trenton,35.0449,-77.4214,252
Merritt,35.1213,-76.672,252
Mount Ulla,35.6605,-80.7046,704
Lewisville,36.091,-80.4398,336
Topton,35.2135,-83.6471,828
Wallburg,36.0128,-80.1392,336
Spencer,35.695,-80.4321,704
Webster,35.352,-83.2132,828
Naples,35.3926,-82.503,828
Zirconia,35.2003,-82.4937,828
Sandy Ridge,36.4802,-80.0971,336
Brevard,35.1698,-82.7897,828
Linwood,35.763,-80.386,336
Clemmons,36.0079,-80.3697,336
East Flat Rock,35.2788,-82.4179,828
Pelham,36.4753,-79.4759,336
Otto,35.0458,-83.4347,828
Andrews,35.1976,-83.8049,828
Browns Summit,36.2048,-79.6734,336
Rolesville,35.9196,-78.4585,919
Clarkton,34.4787,-78.6438,910
Wilmington,34.2321,-77.8835,910
Lake Waccamaw,34.3216,-78.4995,910
Kelly,34.5088,-78.3243,910
Climax,35.8933,-79.7066,336
Columbia,35.8335,-76.1961,252
Newland,36.0277,-81.8827,828
Elkin,36.3177,-80.7772,336
Kipling,35.4811,-78.8217,919
Broadway,35.4225,-78.9954,919
Crumpler,36.4826,-81.3887,336
West Jefferson,36.3546,-81.4728,336
Ararat,36.3922,-80.5847,336
Garland,34.7803,-78.4338,910
Deep Run,35.1265,-77.6769,252
Summerfield,36.2297,-79.8709,336
Whiteville,34.2926,-78.6759,910
Cherry Point,34.9038,-76.9,252
Pleasant Garden,35.9306,-79.752,336
Mayodan,36.4534,-80.0066,336
White Plains,36.4264,-80.6638,336
Denton,35.614,-80.0952,336
Lucama,35.6431,-78.0269,252
Penrose,35.2653,-82.6244,828
Peachland,34.9588,-80.2772,704
Smyrna,34.761,-76.5158,252
Youngsville,35.9948,-78.4405,919
Weaverville,35.7288,-82.5138,828
Rich Square,36.259,-77.3023,252
Ahoskie,36.2868,-77.018,252
Enfield,36.1934,-77.7194,252
Harbinger,36.1222,-75.8341,252
Scotland Neck,36.1392,-77.4102,252
La Grange,35.3448,-77.7659,252
Cove City,35.2098,-77.3136,252
Hookerton,35.4174,-77.561,252
Bethel,35.8317,-77.391,252
Tarboro,35.907,-77.5424,252
Fremont,35.5549,-77.962,919
Pine Level,35.5059,-78.2435,919
Falcon,35.188,-78.6511,910
Macclesfield,35.751,-77.6356,252
Kenly,35.6099,-78.1506,919
Frisco,35.2385,-75.618,252
Spring Hope,35.9488,-78.1001,252
Newton Grove,35.2434,-78.363,910
Linden,35.2338,-78.8012,910
Salemburg,35.0471,-78.4723,910
Blowing Rock,36.1368,-81.7168,828
Bear Creek,35.5967,-79.3751,919
Ether,35.4307,-79.7871,910
Collettsville,36.0153,-81.739,828
Saxapahaw,35.9504,-79.3197,336
Leicester,35.6512,-82.7659,828
Oak Ridge,36.1731,-79.9903,336
Woodleaf,35.7909,-80.6023,704
Linwood,35.763,-80.386,336
Paw Creek,35.26,-80.8042,704
Mount Pleasant,35.3874,-80.4067,704
Fallston,35.3739,-81.5437,704
Fallston,35.3739,-81.5437,704
Autryville,35.0313,-78.6262,910
Rose Hill,34.8098,-78.0846,910
Elizabethtown,34.6849,-78.5435,910
Crouse,35.4208,-81.3278,704
Franklinville,35.7772,-79.7108,336
Cleveland,35.7639,-80.7058,704
Bethania,36.1658,-80.3695,336
Atlantic Beach,34.7,-76.7741,252
Ayden,35.4425,-77.4045,252
Dover,35.2274,-77.4002,252
Snow Camp,35.9036,-79.4059,336
Delco,34.2831,-78.2662,910
Columbus,35.222,-82.0686,828
Lemon Springs,35.3948,-79.1884,919
Minneapolis,36.0999,-81.9871,828
Ocean Isle Beach,33.9259,-78.4498,910
Longwood,33.989,-78.5517,910
Castalia,36.0996,-78.0731,252
Hamptonville,36.1206,-80.8508,336
Roaring River,36.2273,-80.997,336
Elm City,35.7992,-77.8451,252
Todd,36.3399,-81.6283,828
Red Springs,34.8273,-79.2126,910
Everetts,35.8316,-77.1724,252
Rodanthe,35.5832,-75.4677,252
Altamahaw,36.1843,-79.5067,530
Tar Heel,34.746,-78.7907,910
Ridgecrest,35.6154,-82.318,828
Tarawa Terrace,34.7353,-77.3786,910
Lake Junaluska,35.5252,-82.9711,828
Henrietta,35.2513,-81.7802,
Robbins,35.4651,-79.5536,910
Flat Rock,35.2845,-82.3875,828
Sapphire,35.0992,-83.0053,828
Gold Hill,35.5127,-80.3255,704
Harrellsville,36.2961,-76.7744,252
Mc Leansville,36.1076,-79.6704,336
Nags Head,35.885,-75.5911,252
Caroleen,35.3168,-81.8319,828
Waco,35.36,-81.4283,704
Whittier,35.4077,-83.2983,828
Hazelwood,35.4683,-83.0028,828
Hoffman,35.0462,-79.5589,910
Grover,35.2043,-81.4817,704
Boiling Springs,35.2579,-81.6617,704
Grimesland,35.5088,-77.199,252
Stanfield,35.2146,-80.4329,704
Cerro Gordo,34.2931,-78.9428,910
Charlotte,35.26,-80.8042,704
Seven Springs,35.2058,-77.859,919
Hollister,36.2459,-77.9443,252
Warsaw,34.986,-78.0524,910
Albertson,35.102,-77.8174,252
Fountain,35.6942,-77.6294,252
Ronda,36.1734,-80.9249,336
Comfort,35.0034,-77.5223,910
Highfalls,35.4921,-79.479,910
Vanceboro,35.3099,-77.1821,252
Pollocksville,34.975,-77.2329,252
Mccutcheon Field,34.6921,-77.3912,910
Stony Point,35.8405,-81.0635,704
Edneyville,35.3963,-82.3437,828
Enka,35.5414,-82.6436,828
Maggie Valley,35.5179,-83.1077,828
Warne,35.0094,-83.9188,828
Maury,35.483,-77.5862,252
South Mills,36.468,-76.3647,252
Green Mountain,36.006,-82.307,828
Lowell,35.271,-81.0993,704
Almond,35.4078,-83.6466,828
Hot Springs,35.8111,-82.861,828
Stem,36.2058,-78.7238,919
Rougemont,36.2535,-78.8985,919
Granite Quarry,35.6141,-80.4391,704
Bolton,34.3061,-78.3616,910
Wadesboro,35.0073,-80.086,704
Hallsboro,34.3154,-78.609,910
Pink Hill,35.0116,-77.7117,252
Red Oak,36.0385,-77.9088,252
Buxton,35.2659,-75.5287,252
Teachey,34.775,-78.017,910
Grifton,35.3709,-77.3999,252
Conetoe,35.8186,-77.4576,252
Calypso,34.9993,-77.9923,919
Magnolia,34.878,-78.0742,910
Beulaville,34.9022,-77.7451,910
Turkey,34.9751,-78.1969,910
Thurmond,36.4073,-80.9085,336
Turnersburg,35.8307,-80.8984,704
Walstonburg,35.5848,-77.7095,252
Wingate,34.9688,-80.4554,704
Speed,35.8974,-77.5426,252
Rich Square,36.259,-77.3023,252
Pinetops,35.8078,-77.6403,252
Saratoga,35.6446,-77.7813,252
Godwin,35.1638,-78.6357,910
Gulf,35.5623,-79.2793,
Leasburg,36.3903,-79.1665,336
Ernul,35.2355,-77.01,252
Bahama,36.1498,-78.8839,919
Vandemere,35.202,-76.6388,252
Roper,35.8686,-76.5402,252
Hamilton,35.9738,-77.2165,252
Sunbury,36.4544,-76.5884,252
Hamilton,35.9738,-77.2165,252
Sharpsburg,35.8664,-77.8374,252
Bynum,35.7726,-79.1378,919
Evergreen,34.403,-78.9313,910
Elon,36.1656,-79.5205,336
Glen Alpine,35.7219,-81.782,828
Greensboro,36.0807,-80.0244,336
Dublin,34.657,-78.7286,910
Dana,35.3291,-82.3745,828
Chinquapin,34.8151,-77.7379,910
Chimney Rock,35.437,-82.2441,828
Stovall,36.4486,-78.5697,919
Marshall,35.902,-82.6869,828
Mineral Springs,34.9163,-80.6404,704
Mc Adenville,35.2567,-81.0777,704
Mars Hill,35.8813,-82.5134,828
Dillsboro,35.3699,-83.2517,828
Lake Lure,35.4626,-82.1804,828
Seagrove,35.5139,-79.6974,336
Whitsett,36.0413,-79.6064,336
Raleigh,35.8278,-78.6421,919
Ferguson,36.1183,-81.4267,336
Valle Crucis,36.2076,-81.885,828
Richfield,35.5059,-80.2348,704
Misenheimer,35.4895,-80.2971,704
Walkertown,36.1871,-80.1658,336
Haw River,36.0539,-79.3494,336
East Spencer,35.6779,-80.4459,704
Coinjock,36.3822,-75.9351,252
Etowah,35.3217,-82.6001,828
Cooleemee,35.8114,-80.5591,336
Cedar Falls,35.7529,-79.7316,336
Star,35.4355,-79.7967,910
Elk Park,36.2064,-81.9538,828
Oak City,35.9804,-77.2659,252
Weldon,36.4139,-77.5944,252
Henrico,36.5232,-77.8518,252
Harrells,34.682,-78.3134,910
Lawsonville,36.5024,-80.1598,336
Candor,35.2583,-79.811,910
Locust,35.2953,-80.3925,704
Atkinson,34.5149,-78.1896,910
Bennett,35.5692,-79.5724,336
Leasburg,36.3903,-79.1665,336
New London,35.452,-80.1727,704
Gates,36.4929,-76.7857,252
Oakboro,35.2361,-80.3098,704
Linville,36.0678,-81.8774,828
Glenwood,35.6782,-82.001,
Durham,35.9925,-78.9017,919
Stonewall,35.1375,-76.7386,252
Davidson,35.4838,-80.7943,704
Faith,35.5817,-80.4581,704
Lewiston Woodville,36.0667,-77.223,252
Knotts Island,36.5167,-75.9452,757
Timberlake,36.2989,-78.9253,336
Cumberland,34.999,-78.9737,910
Cumnock,35.4324,-79.1772,
Lake Toxaway,35.1368,-82.9155,828
Culberson,34.99,-84.1677,
Belvidere,36.3084,-76.5234,252
Vaughan,36.4268,-78.0043,0
Kelford,36.1852,-77.2039,252
Westfield,36.4634,-80.351,336
Moravian Falls,36.0645,-81.138,336
Fleetwood,36.2964,-81.5001,336
Kure Beach,33.9904,-77.9207,910
Windsor,35.9913,-76.9417,252
Gibson,34.7627,-79.582,910
Lowland,35.2739,-76.5411,252
Julian,35.9475,-79.6253,336
Plumtree,36.0275,-82.0045,828
Laurel Springs,36.4373,-81.2695,336
Harrellsville,36.2961,-76.7744,252
Lansing,36.5167,-81.5438,336
Cofield,36.3138,-76.8539,252
Aydlett,36.3235,-75.9304,252
Glendale Springs,36.3363,-81.3704,336
Lowgap,36.518,-80.8348,336
Crossnore,36.0904,-81.8541,828
Scranton,35.4736,-76.4539,252
Plymouth,35.8144,-76.7201,252
Hassell,35.9055,-77.2789,252
Manns Harbor,35.829,-75.7715,252
Kelford,36.1852,-77.2039,252
Powells Point,36.1427,-75.8304,252
Boomer,36.0578,-81.3171,336
Pine Hall,36.3431,-80.0553,336
Hays,36.3357,-81.1171,336
Jarvisburg,36.1899,-75.8604,252
Swanquarter,35.4143,-76.2658,252
Emerald Isle,34.6637,-77.0431,252
Saluda,35.2555,-82.3093,828
Powellsville,36.2246,-76.9307,252
Barium Springs,35.7192,-80.8991,704
Clarendon,34.1521,-78.7415,910
Battleboro,36.0136,-77.7575,252
Charlotte,35.26,-80.8042,704
Fontana Dam,35.4408,-83.8213,828
Traphill,36.3363,-81.0303,336
Polkville,35.3961,-81.6303,704
Badin,35.4097,-80.1123,704
Belews Creek,36.2252,-80.0841,336
Tuckasegee,35.2338,-83.0322,828
Milton,36.5143,-79.1874,336
Atlantic,34.9002,-76.3483,252
White Oak,34.7683,-78.7146,910
Cordova,34.9184,-79.8257,910
Fairmont,34.4544,-79.1449,910
Wilsons Mills,35.6044,-78.3413,919
Ivanhoe,34.5876,-78.2461,910
Kittrell,36.2039,-78.4542,252
Mount Mourne,35.5298,-80.947,704
Middleburg,36.4096,-78.3167,252
Winton,36.3961,-76.9342,252
Seaboard,36.4842,-77.3517,252
Kittrell,36.2039,-78.4542,252
Micaville,35.9063,-82.2154,828
Hendersonville,35.3422,-82.4714,828
Morven,34.8627,-80.0288,704
Conway,36.4235,-77.2729,252
Shiloh,36.2619,-76.0083,252
Macon,36.4164,-78.0404,252
Durham,35.9925,-78.9017,919
Zionville,36.3152,-81.7518,828
Ash,34.0702,-78.4839,910
Colerain,36.1502,-76.8446,252
Rockwell,35.5108,-80.4559,704
Jackson Springs,35.1825,-79.6234,910
Garysburg,36.4794,-77.5379,252
Caroleen,35.3168,-81.8319,828
Scottville,36.4142,-81.493,336
Winfall,36.2093,-76.4531,252
Clayton,35.6263,-78.4371,919
Lattimore,35.3188,-81.666,704
Little Switzerland,35.8478,-82.0977,828
Union Grove,36.0437,-80.9146,704
Ansonville,35.1056,-80.1097,704
Manson,36.4674,-78.305,252
Margarettsville,36.505,-77.2347,252
Westfield,36.4634,-80.351,336
Arapahoe,35.0109,-76.8119,252
Sapphire,35.0992,-83.0053,828
Laurinburg,34.7678,-79.4639,910
Delco,34.2831,-78.2662,910
Como,36.4896,-77.0342,252
Eure,36.4342,-76.8586,252
Arapahoe,35.0109,-76.8119,252
Norman,35.1697,-79.7221,910
Raleigh,35.7977,-78.6253,919
Winston Salem,36.0275,-80.2073,336
Charlotte,35.26,-80.8042,941
Grassy Creek,36.5453,-81.4198,336
Grassy Creek,36.5453,-81.4198,336
Asheville,35.5912,-82.546,828
Wilmington,34.2321,-77.8835,919
Raleigh,35.7977,-78.6253,919
Davis,34.7955,-76.4568,252
Parmele,35.8209,-77.3125,252
Corapeake,36.5032,-76.5852,252
Toast,36.4962,-80.6329,336
Raleigh,35.8278,-78.6421,453
Winston Salem,36.0275,-80.2073,336
Roaring Gap,36.4155,-80.9984,336
Pineola,36.0307,-81.8911,828
Tabor City,34.0933,-78.8027,910
Fayetteville,35.0407,-78.9024,910
Durham,35.9925,-78.9017,919
Wilmington,34.2321,-77.8835,910
Charlotte,35.26,-80.8042,704
Raleigh,35.8278,-78.6421,919
Bennett,35.5692,-79.5724,336
Charlotte,35.2252,-80.8458,704
Greensboro,36.0844,-79.8209,336
Marshallberg,34.731,-76.5172,252
New Bern,35.1523,-77.0607,252
Roxobel,36.1895,-77.2658,252
Hobbsville,36.3743,-76.569,252
Charlotte,35.26,-80.8042,704
Charlotte,35.26,-80.8042,704
Butner,36.1317,-78.7662,919
Summerfield,36.2297,-79.8709,336
Charlotte,35.206,-80.829,704
Charlotte,35.206,-80.829,205
Deep Gap,36.2046,-81.5035,828
Raleigh,35.8278,-78.6421,919
Raleigh,35.8278,-78.6421,919
Clemmons,36.0079,-80.3697,336
Reidsville,36.3476,-79.6803,336
Mebane,36.1399,-79.2665,919
Charlotte,35.206,-80.829,352
Cary,35.7821,-78.8177,919
Watha,34.6091,-78.0146,910
Reidsville,36.34,-79.6288,336
Morganton,35.7612,-81.728,828
Faith,35.5817,-80.4581,704
Charlotte,35.206,-80.829,704
Hickory,35.7217,-81.3603,828
Newton,35.6348,-81.2391,828
Raleigh,35.8278,-78.6421,919
Huntersville,35.4034,-80.8611,704
Zebulon,35.8081,-78.3169,919
Oak Island,33.9083,-78.0785,702
Earl,35.197,-81.5386,704
Charlotte,35.206,-80.829,704
Pleasant Hill,36.5087,-77.5315,252
Rutherfordton,35.3404,-82.0261,828
Gastonia,35.2326,-81.1766,704
Cleveland,35.7639,-80.7058,704
Cary,35.7821,-78.8177,919
East Spencer,35.6779,-80.4459,704
Charlotte,35.206,-80.829,910
Pineville,35.0776,-80.8907,910
Milwaukee,36.4032,-77.2335,252
Winston Salem,36.0275,-80.2073,336
Raleigh,35.7977,-78.6253,919
Eden,36.5054,-79.7394,336
Greensboro,36.0844,-79.8209,336
Wise,36.4855,-78.1715,252
Charlotte,35.26,-80.8042,704
Raleigh,35.7977,-78.6253,919
Charlotte,35.26,-80.8042,704
Charlotte,35.26,-80.8042,704
Waves,35.5536,-75.4657,252
Cedar Mountain,35.1643,-82.6203,828
Raleigh,35.7977,-78.6253,919
Charlotte,35.26,-80.8042,704
Greensboro,36.0807,-80.0244,0
Burlington,36.0467,-79.3896,336
Penland,35.928,-82.117,828
Rural Hall,36.0275,-80.2073,336
Charlotte,35.26,-80.8042,704
Charlotte,35.2313,-80.8448,704
